id,sid1,sid2,sentence1,sentence2,is_duplicate
791,1583,1584,The singer is playing the guitar at an acoustic concert for a woman,A person is playing a guitar and singing,0
792,1585,1586,Nobody is playing the guitar and singing,"The woman is playing a guitar, which is acoustic, and singing",0
793,1587,1588,"The woman is playing a guitar, which is acoustic, and singing",The singer is hiring a person to fire the guitar player,0
794,1589,1590,There is no water being drunk by a cat,Some water is being drunk by a cat,0
795,1591,1592,A truck is quickly going down a hill,A truck is quickly going up a hill,0
796,1593,1594,A truck is quickly going down a hill,Some water is being casually drunk by a cat,0
797,1595,1596,Some water is being drunk by a cat,A truck is quickly going down a hill,0
798,1597,1598,A girl is playing the guitar,A girl is not playing the guitar,0
799,1599,1600,One man is intensely playing a guitar,The man is intensely playing the guitar,1
800,1601,1602,The man is intensely playing the guitar,The man isn't intensely playing the guitar,0
801,1603,1604,The man is intensely playing the guitar,The intense man is a guitar player,0
802,1605,1606,A girl is playing the guitar,One man is intensely playing a guitar,0
803,1607,1608,The intense man is a guitar player,A girl is playing the guitar,0
804,1609,1610,The man is intensely playing the guitar,The guitar player is loving one girl,0
805,1611,1612,A girl is playing the guitar,The man is intensely playing the guitar,0
806,1613,1614,A man is parking a motorbike,A man is riding a motorbike,0
807,1615,1616,A man is riding a motorbike,A motorbike rider is running over a man ,0
808,1617,1618,The horse is being ridden by a man,A man is driving a motorbike,0
809,1619,1620,The horse is being ridden by a man,A man is parking a motorbike,0
810,1621,1622,A motorbike rider is running over a man ,The horse is being ridden by a man,0
811,1623,1624,A man is riding the animal,A man is riding a motorbike,0
812,1625,1626,The man is on the ride with the horse,A man is riding a motorbike,0
813,1627,1628,A magic trick is being performed by the magician,The man is doing a magic trick,1
814,1629,1630,The man isn't doing a magic trick,The man is doing a magic trick,0
815,1631,1632,The man is doing a magic trick,"The kid, who is doing magic, is tricking an old man",0
816,1633,1634,A man is dangerously throwing knives at a tree,A man is dangerously extracting knives from a tree,0
817,1635,1636,A man is dangerously throwing knives at the tree,The man is doing a magic trick,0
818,1637,1638,A man is dangerously throwing knives at a tree,A magic trick is being performed by the magician,0
819,1639,1640,A man is dangerously throwing knives at a tree,The man isn't doing a magic trick,0
820,1641,1642,"The kid, who is doing magic, is tricking an old man",A man is dangerously throwing knives at a tree,0
821,1643,1644,The guitar is being played by a lady,The play for the ladies requires a guitar,0
822,1645,1646,The practicing person doesn't like the guitar,The guitar is being played by a lady,0
823,1647,1648,The person is practicing the guitar,The guitar is being sold by a lady,0
824,1649,1650,The person is practicing the guitar,The play for the ladies requires a guitar,0
825,1651,1652,The boy is enthusiastically playing in the mud,The boy is playing in the mud,1
826,1653,1654,The boy is playing in the mud,The boy isn't playing in the mud,0
827,1655,1656,The boy is playing in the mud,There is no cat playing with a device,0
828,1657,1658,A cat is playing with a device,The boy is enthusiastically playing in the mud,0
829,1659,1660,A cat is playing with a device,Mud is being thrown to the playing boy,0
830,1661,1662,A cat is playing with a device,The boy is playing in the mud,0
831,1663,1664,The woman is eating some cut pieces of raw meat,Some meat is being cut into pieces by a woman,0
832,1665,1666,There is no lady cutting up some meat,Some meat is being cut into pieces by a woman,0
833,1667,1668,Some meat is being stitched together by a woman,A lady is cutting up some meat,0
834,1669,1670,A boy in his teens is talking to a girl with an internet camera,A boy in his teens is talking to a girl with a webcam,1
835,1671,1672,A boy in his teens is talking to a girl with a webcam,The teens are talking to a boy and a girl with a webcam,0
836,1673,1674,One man is talking to a girl with an internet camera,One man is chatting with a girl with an internet camera,1
837,1675,1676,A man is ignoring a girl via an internet camera,One man is not paying attention to a girl with an internet camera,1
838,1677,1678,A man is ignoring a girl via an internet camera,A boy in his teens is talking to a girl with a webcam,0
839,1679,1680,One man is talking to a girl with an internet camera,A boy in his teens isn't talking to a girl with a webcam,0
840,1681,1682,One man is talking to a girl with an internet camera,The teens are talking to a boy and a girl with a webcam,0
841,1683,1684,A person is strongly whisking eggs in a bowl,A person is removing eggs from a bowl,0
842,1685,1686,A woman is beating two eggs in a bowl and using a whisk made of wire,One woman is beating two eggs in the bowl and using a wire whisk,1
843,1687,1688,A woman is beating two eggs in a bowl and using a whisk made of wire,There is no woman beating two eggs in a bowl and using a whisk made of wire,0
844,1689,1690,"A woman is beating the man that is keeping two eggs in the bowl, using a wire whisk ",A woman is beating two eggs in a bowl and using a whisk made of wire,0
845,1691,1692,A person is strongly whisking eggs in a bowl,There is no woman beating two eggs in a bowl and using a whisk made of wire,0
846,1693,1694,A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs,0
847,1695,1696,An interview is being granted by the man,The man is granting an interview,1
848,1697,1698,The interviewer is granting a break to the man,The man is granting an interview,0
849,1699,1700,A white car is being driven by the man,A person is driving the white car,1
850,1701,1702,There is no white car being driven by the man,A white car is being driven by the man,0
851,1703,1704,The man is granting an interview,A person is driving the white car,0
852,1705,1706,A white car is being driven by the man,An interview is being granted by the man,0
853,1707,1708,The man is denying an interview,A white car is being driven by the man,0
854,1709,1710,The man is granting an interview,A white car is being driven by the man,0
855,1711,1712,There is no rope being climbed by a man,A rope is being climbed by a man,0
856,1713,1714,A man is being roped by a climber,A rope is being climbed by a man,0
857,1715,1716,A man is mindlessly slicing the carrot with a machine,A man is slicing the carrot with a machine,1
858,1717,1718,A man is removing a carrot from a machine,A man is slicing the carrot with a machine,0
859,1719,1720,A rope is being climbed by a man,A man is mindlessly slicing the carrot with a machine,0
860,1721,1722,A rope is being climbed by a man,A man is eating a carrot sliced by a machine,0
861,1723,1724,A man is slicing the carrot with a machine,A man is being roped by a climber,0
862,1725,1726,A rope is being climbed by a man,A man is slicing the carrot with a machine,0
863,1727,1728,The cat is licking milk from a saucer,The cat isn't licking milk from a saucer,0
864,1729,1730,Some milk is being hungrily drunk by a cat,The cat is hungrily drinking milk,1
865,1731,1732,There is no cat hungrily drinking milk,The cat is hungrily drinking milk,0
866,1733,1734,The cat is hungrily drinking milk,Drinking milk helps a cat's hunger,0
867,1735,1736,The cat is licking milk from a saucer,There is no cat hungrily drinking milk,0
868,1737,1738,Drinking milk helps a cat's hunger,The cat is licking milk from a saucer,0
869,1739,1740,The cat is hungrily drinking milk,A lick of milk sauce is being given to the cat,0
870,1741,1742,A baby is playing with a dog ,A small boy is scolding a dog,0
871,1743,1744,The man is eating potato slices,The man is slicing potatoes,0
872,1745,1746,A woman is peeling a potato,The man is eating potato slices,0
873,1747,1748,The man is slicing potatoes,A potato is being peeled by a woman,0
874,1749,1750,The man is slicing potatoes,There is no woman peeling a potato,0
875,1751,1752,The man is slicing potatoes,A woman is peeling a potato,0
876,1753,1754,A man is taking pictures of a lake,A man is tearing up the pictures of a lake,0
877,1755,1756,The man is setting up the camera and taking sunset pictures at the beach,The man is putting away the camera and walks away from the beach,0
878,1757,1758,A woman is unstitching with a machine,A woman is sewing with a machine,0
879,1759,1760,A woman is using a machine made for sewing,A woman is using a sewing machine,1
